pmid,title,abstract,authors,journal,journal_abbr,year,doi,keywords,mesh_terms
41356495,Persistent pollutants and the developing brain: the role of PFAS in neurodevelopmental disorders.,"Per- and polyfluoroalkyl substances (PFAS) are a diverse class of highly persistent organofluorine compounds, and extensively used in industrial and consumer application. Their environmental ubiquity and bioaccumulation in humans have raised concerns about potential health impacts, particularly on neurodevelopment. This mini-review synthesizes epidemiological and experimental research published between 2020 and 2025 examining prenatal PFAS exposure and neurodevelopmental outcomes in children. Prospective birth cohort studies from Europe, North America, and Asia report subtle but statistically significant associations between higher maternal PFAS levels and a range of neurodevelopmental disorders (NDDs), including autism spectrum disorder (ASD), attention-deficit/hyperactivity disorder (ADHD), cognitive delays (e.g., reduced IQ, language impairments), and behavioral dysregulation. Mechanistic investigations reveal that PFAS can cross the placenta, alter maternal-fetal thyroid and sex-steroid hormone homeostasis, activate inflammatory pathways (e.g., AIM2 inflammasome), disrupt neurotransmitter systems (notably dopaminergic and GABAergic signaling), modulate fetal metabolomic profiles, and induce durable epigenetic modifications. Key methodological challenges include heterogeneity of PFAS mixtures, reliance on single-time-point exposure assessments, variable confounder control (e.g., socioeconomic status, maternal IQ, nutrition, breastfeeding), limited follow-up into later childhood or adolescence, and sparse data on emerging short-chain PFAS analogs. To strengthen causal inference and inform public health interventions, future research should employ longitudinal designs with repeated biomonitoring, standardized neuropsychological assessments, advanced mixture-modeling approaches, comprehensive confounder adjustment, inclusion of vulnerable populations, and focused evaluation of replacement PFAS. Coordinated efforts bridging epidemiology, mechanistic science, and regulatory policy are essential to mitigate PFAS exposure and safeguard neurodevelopmental health in future generations.",Lagostena Laura; Magnelli Valeria; Rotondo Davide; Dondero Francesco,Frontiers in cellular neuroscience,Front Cell Neurosci,2025,10.3389/fncel.2025.1696173,PFOA (perfluorooctanoate); PFOS (perfluorooctane sulfonate); cognitive development; endocrine disruption activity; epigenetic modulation; neuroinflammation; placental transfer,
35948114,"Health impacts of artificial turf: Toxicity studies, challenges, and future directions.","Many communities around the country are undergoing contentious battles over the installation of artificial turf. Opponents are concerned about exposure to hazardous chemicals leaching from the crumb rubber cushioning fill made of recycled tires, the plastic carpet, and other synthetic components. Numerous studies have shown that chemicals identified in artificial turf, including polycyclic aromatic hydrocarbons (PAHs), phthalates, and per- and polyfluoroalkyl substances (PFAS), are known carcinogens, neurotoxicants, mutagens, and endocrine disruptors. However, few studies have looked directly at health outcomes of exposure to these chemicals in the context of artificial turf. Ecotoxicology studies in invertebrates exposed to crumb rubber have identified risks to organisms whose habitats have been contaminated by artificial turf. Chicken eggs injected with crumb rubber leachate also showed impaired development and endocrine disruption. The only human epidemiology studies conducted related to artificial turf have been highly limited in design, focusing on cancer incidence. In addition, government agencies have begun their own risk assessment studies to aid community decisions. Additional studies in in vitro and in vivo translational models, ecotoxicological systems, and human epidemiology are strongly needed to consider exposure from both field use and runoff, components other than crumb rubber, sensitive windows of development, and additional physiological endpoints. Identification of potential health effects from exposures due to spending time at artificial turf fields and adjacent environments that may be contaminated by runoff will aid in risk assessment and community decision making on the use of artificial turf.",Murphy Maire; Warner Genoa R,"Environmental pollution (Barking, Essex : 1987)",Environ Pollut,2022,10.1016/j.envpol.2022.119841,Artificial turf; Crumb rubber; Endocrine disruption; Environmental exposure; Perfluoroalkyl substances; Phthalates; Polyaromatic hydrocarbons; Risk assessment,Environmental Exposure; Hazardous Substances; Humans; Polycyclic Aromatic Hydrocarbons; Recycling; Rubber
41255867,"Environmental behavior and human health risks of PFAS: occurrence, toxicity, and the state-of-the-art removal approaches.","Fluorinated compounds, including poly- and per-fluoroalkyl substances (PFAS), are characterized by complex behavior, environmental persistence, and resistance to degradation. These thermally stable compounds repel both oil and water. Concerns are mounting over their bioaccumulation in humans and other organisms, given their associated health risks such as endocrine disruption, immune suppression, obesity, elevated cholesterol levels, and cancer. Low concentrations of PFAS detected in drinking water present a potential human exposure pathway. This review addresses the occurrence and exposure pathways of PFAS; their toxicity in humans, plants, and animals; analytical methods for their detection and quantification in aqueous matrices; and their removal techniques including membrane technologies, advanced oxidation processes, adsorption, ion exchange, biological methods, and hydrothermal liquefaction. The factors affecting the removal of PFAS, such as inorganic anions and cations, natural organic matter, and other organic pollutants in wastewater, are also included. Additionally, cost-effective and environmentally friendly methods for regenerating adsorbents are explored. The conclusion discusses the current restrictions and future perspectives on the analysis of PFAS.",Narasimhappa Pavithra; Singh Simranjeet; Varshney Radhika; Chauhan Vishakha; Kour Retinder,RSC advances,RSC Adv,2025,10.1039/d5ra07672b,,
40431401,Perfluoroalkyl and Polyfluoroalkyl Substances (PFAS) and Vitamin Metabolism: A Nutritional Perspective on an Emerging Environmental Health Issue.,"Perfluoroalkyl and polyfluoroalkyl substances (PFAS) are a class of synthetic chemicals characterized by exceptional stability and potential for bioaccumulation. Ubiquitous in the environment, PFAS can enter the human body through water, air, and dietary sources. Exposure to PFAS has been linked to various adverse health effects, including cancer, endocrine disruption, and reproductive and developmental toxicities. Emerging evidence suggests potential interactions between PFAS exposure and vitamin levels in the human body. This review provides a comprehensive understanding of the associations between PFAS and various vitamins, elucidates potential underlying mechanisms, and offers insights for the development of targeted nutritional interventions.",Liu Chen; Zhou Biao; Huang Lichun; Han Dan; He Mengjie,Nutrients,Nutrients,2025,10.3390/nu17101660,B vitamin; perfluoroalkyl or polyfluoroalkyl substances (PFAS); vitamin metabolism,Humans; Fluorocarbons; Vitamins; Environmental Pollutants; Environmental Exposure
40566344,Epigenetic Consequences of In Utero PFAS Exposure: Implications for Development and Long-Term Health.,"In utero exposure to per- and polyfluoroalkyl substances (PFAS) presents significant health concerns, primarily through their role in inducing epigenetic modifications that have lasting consequences. This review aims to elucidate the impact of prenatal PFAS exposure on epigenetic mechanisms, including DNA methylation, histone modification, and non-coding RNA regulation, focusing on developmental and long-term health outcomes. The review synthesizes findings from various studies that link PFAS exposure to alterations in DNA methylation in fetal tissues, such as changes in the methylation of genes like ",Abdulkadir Abubakar; Kandel Shila; Lewis Niya; D'Auvergne Oswald; Rosby Raphyel,International journal of environmental research and public health,Int J Environ Res Public Health,2025,10.3390/ijerph22060917,PFAS; developmental effects; endocrine disruption; epigenetics; histone modifications; in utero; methylation; ncRNAs; placenta,"Epigenesis, Genetic; Humans; Pregnancy; Fluorocarbons; Female; Prenatal Exposure Delayed Effects; Environmental Pollutants; DNA Methylation; Animals; Maternal Exposure"
41252967,Perfluoroalkyl and polyfluoroalkyl substances contamination in dairy: A global perspective.,"Dairy products, valued for their essential nutritional contributions, are increasingly recognized as potential vectors for the bioaccumulation of perfluoroalkyl and polyfluoroalkyl substances (PFAS), raising global concern due to the environmental persistence and health risks associated with these compounds. These chemicals enter the dairy supply chain through various environmental and industrial pathways. This review investigates the sources of PFAS contamination in dairy, the associated health risks, analytical techniques for detection, and existing regulatory frameworks. PFAS contamination in dairy products occurs through multiple pathways, including ingestion of contaminated water, leaching from food-contact packaging materials, and exposure to fluoropolymer-coated processing equipment. The concentration of PFAS in milk and dairy products varies considerably depending on geographic region, production practices, and product type. PFOS levels in milk have been reported to range from 0.003 ng/mL in Norway to 0.0245 ng/mL in China. In Korea, PFOS and PFOA concentrations in milk products range from 0.09 to 7.27 ng/mL. Composite dairy products such as cheese and butter have demonstrated PFAS levels as high as 13.34 ng/mL, likely due to concentration during processing. Infant formulas have also shown PFAS contamination, with concentrations reaching up to 5.74 ng/mL. Notably, cheese and yogurt tend to exhibit higher PFAS levels than milk, influenced by production processes and fat content, which can affect PFAS partitioning and retention. PFAS compounds have been linked to a range of adverse health outcomes, including carcinogenesis, immunotoxicity, endocrine disruption, and developmental impairments, with heightened susceptibility in infants and vulnerable populations. Globally, regulatory measures to control PFAS contamination vary, with some countries establishing strict limits on their concentration in food products. However, inconsistencies in regulatory approaches hinder effective global management of PFAS risks. This review suggests the urgent need for comprehensive monitoring and regulatory strategies to address PFAS contamination in dairy products, safeguarding public health and environmental sustainability.",Khanashyam Anandu Chandra; Kanwal Simab; Laosam Phanthipha; Sangsawad Papungkorn; Thorakkattu Priyamvada,The Science of the total environment,Sci Total Environ,2025,10.1016/j.scitotenv.2025.180968,Bioaccumulation; Dairy; Exposure assessment; Organic pollutants; PFAS,Fluorocarbons; Dairy Products; Food Contamination; Environmental Pollutants; Humans; Environmental Monitoring; Animals; Milk
40301256,Unveiling the Research Void: Exploring the Reproductive Effects of PFAS Compounds on Male Health.,"Per- and polyfluoroalkyl substances (PFAS) represent an emerging concern for male reproductive health. Epidemiological studies have reported associations between increased PFAS exposure and reduced semen quality parameters, lower sperm counts, and potential alterations in reproductive hormone levels. Toxicology research has revealed possible mechanisms including blood-testis barrier disruption, oxidative stress, interference with testicular cell function, and epigenetic changes. However, significant uncertainties remain regarding definitive exposure-response relationships, developmental windows of heightened vulnerability, combined mixture effects, and causality interpretation, given limitations inherent to observational studies. Ongoing investigation of short-chain and replacement PFAS compounds is also critically needed. Additionally, directly connecting the mechanistic insights from animal models to human fertility impacts remains challenging. While controlled toxicology studies have described pathways by which PFAS could impair cellular functioning in the testes, uncertainty persists in extrapolating these experimental effects to real-world human exposures and sperm parameter declines reported epidemiologically. Overall, current findings suggest PFAS may contribute to declining male reproductive function, but additional clarification through well-designed longitudinal cohort studies integrated with mechanistic animal work is still warranted to confirm exposure-fertility links across a range of PFAS types and inform evidence-based public health mitigation strategies.",Qu Haoyang; Han Yating; Wang Chenglu; Zheng Dongwang; Ni Ya,Advances in experimental medicine and biology,Adv Exp Med Biol,2025,10.1007/978-3-031-82990-1_7,Endocrine disruption; Male fertility; PFAS; Reproductive toxicology; Sperm; Testicular dysfunction,"Male; Humans; Fluorocarbons; Animals; Environmental Exposure; Reproductive Health; Environmental Pollutants; Reproduction; Testis; Spermatozoa; Infertility, Male"
33033332,Endocrine disruption of vitamin D activity by perfluoro-octanoic acid (PFOA).,"Perfluoroalkyl substances (PFAS) are a class of compounds used in industry and consumer products. Perfluorooctanoic acid (PFOA) is the predominant form in human samples and has been shown to induce severe health consequences, such as neonatal mortality, neurotoxicity, and immunotoxicity. Toxicological studies indicate that PFAS accumulate in bone tissues and cause altered bone development. Epidemiological studies have reported an inverse relationship between PFAS and bone health, however the associated mechanisms are still unexplored. Here, we present computational, in silico and in vitro evidence supporting the interference of PFOA on vitamin D (VD). First, PFOA competes with calcitriol on the same binding site of the VD receptor, leading to an alteration of the structural flexibility and a 10% reduction by surface plasmon resonance analysis. Second, this interference leads to an altered response of VD-responsive genes in two cellular targets of this hormone, osteoblasts and epithelial cells of the colorectal tract. Third, mineralization in human osteoblasts is reduced upon coincubation of PFOA with VD. Finally, in a small cohort of young healthy men, PTH levels were higher in the exposed group, but VD levels were comparable. Altogether these results provide the first evidence of endocrine disruption by PFOA on VD pathway by competition on its receptor and subsequent inhibition of VD-responsive genes in target cells.",Di Nisio Andrea; Rocca Maria Santa; De Toni Luca; Sabovic Iva; Guidolin Diego,Scientific reports,Sci Rep,2020,10.1038/s41598-020-74026-8,,"Adolescent; Caprylates; Cell Line, Tumor; Cross-Sectional Studies; Endocrine Disruptors; Fluorocarbons; Humans; Male; Molecular Docking Simulation; Molecular Dynamics Simulation; Osteoblasts; Parathyroid Hormone; Receptors, Calcitriol; Vitamin D; Young Adult"
34564296,"Associations between Exposures to Perfluoroalkyl Substances and Diabetes, Hyperglycemia, or Insulin Resistance: A Scoping Review.","Per- and polyfluoroalkyl substances (PFASs) are persistent environmental pollutants that are commonly found in the human body due to exposures via drinking water, surfactants used in consumer materials, and aqueous film-forming foams (AFFFs). PFAS exposure has been linked to adverse health effects such as low infant birth weights, cancer, and endocrine disruption, though increasingly studies have demonstrated that they may perturb metabolic processes and contribute to dysfunction. This scoping review summarizes the chemistry of PFAS exposure and the epidemiologic evidence for associations between exposure to per- and polyfluoroalkyl substances and the development of diabetes, hyperglycemia, and/or insulin resistance. We identified 11 studies on gestational diabetes mellitus, 3 studies on type 1 diabetes, 7 studies on type 2 diabetes, 6 studies on prediabetes or unspecified diabetes, and 15 studies on insulin resistance or glucose tolerance using the SCOPUS and PubMed databases. Approximately 24 reported positive associations, 9 negative associations, 2 non-linear associations, and 2 inverse associations, and 8 reported no associations found between PFAS and all diabetes search terms. Cumulatively, these data indicate the need for further studies to better assess these associations between PFAS exposure and diabetes.",Margolis Rachel; Sant Karilyn E,Journal of xenobiotics,J Xenobiot,2021,10.3390/jox11030008,PFAS; diabetes; hyperglycemia; insulin resistance; perfluoroalkyl substances,
37162486,Quantifying the impact of PFOA exposure on B-cell development and antibody production.,"Per- and polyfluoroalkyl substances (PFAS) are synthetic chemicals; the vast majority are environmentally and biologically persistent, and some have demonstrated toxicity, including cancer, effects on metabolism, endocrine disruption, and immune dysfunction. Suppression of T-cell-dependent antibody responses (TDAR) has been observed in numerous studies of PFAS but mechanisms remain elusive. Evidence from our work suggests that B cells and how they use energy are impacted by PFAS exposure. We hypothesize that a well-studied and immunotoxic PFAS, perfluorooctanoic acid (PFOA), alters B-cell subclasses and markers of their metabolism. Adult male and female C57BL/6 mice were given PFOA (0 or 7.5 mg/kg) via gavage for 15 days, a duration and dose sufficient to suppress the TDAR. After dosing and immunization of subgroups, spleens were prepared to quantify B-cell subsets. Flow cytometric analysis revealed decreased numbers of plasmablasts, follicular, naïve, and overall B-cell subclasses in female PFOA-exposed groups. Male PFOA-exposed groups had a significant increase in follicular B cells and other subsets had decreases, including in the overall number of B cells. Twenty-four hours after naïve B-cell isolation and ex vivo activation, metabolic measurements revealed a 5-fold increase in metabolic markers in response to stimulation in PFOA-exposed groups compared with controls. These findings suggest that B-cell development and survival may be hindered by PFOA exposure, but that activation of the remaining B cells was not. Based on these findings, PFOA-mediated suppression of the primary IgM antibody response results changes to specific subsets of B cells.",Taylor Krystal D; Woodlief Tracey L; Ahmed Aya; Hu Qing; Duncker Patrick C,Toxicological sciences : an official journal of the Society of Toxicology,Toxicol Sci,2023,10.1093/toxsci/kfad043,B cells; PFAS; PFOA; immunometabolism; immunotoxicity,"Animals; Female; Male; Mice; Alkanesulfonic Acids; Antibody Formation; Caprylates; Environmental Pollutants; Fluorocarbons; Mice, Inbred C57BL"
39179042,Association between exposure to perfluoroalkyl substances (PFAS) and endometriosis in the ENDEA case-control study.,"Perfluoroalkyl substances (PFAS) are environmental contaminants present in a wide range of consumer products and frequently detected in drinking water. They have been linked to adverse reproductive health outcomes in women, but there is limited human evidence on the association of PFAS exposure with endometriosis. To explore the association between plasma concentrations of several PFAS, considered individually and as a mixture, and the risk of endometriosis in women of childbearing age. Between 2018 and 2020, 42 patients with endometriosis and 90 controls undergoing abdominal surgery were recruited at two public hospitals in Granada, Spain. The presence or absence of endometriosis was ascertained by laparoscopic inspection of the pelvis and biopsy of suspected lesions (histological diagnosis). Concentrations of 10 PFAS were quantified in plasma samples from participants. Unconditional logistic regression was employed to examine associations of individual PFAS and summed concentrations of short (∑SC) and long-chain (∑LC) PFAS with odds of endometriosis, and quantile g-computation was used to assess their mixture effect. In models adjusted for age, schooling, and parity, perfluorotridecanoic acid (PFTrDA) was associated with higher odds of endometriosis (odds ratio [OR] = 1.74; 95 % CI = 1.11-2.73 per 2-fold increase in plasma concentrations), while marginally significant associations were found for perfluorohexane sulfonate (PFHxS) (OR = 1.45, 95 % CI = 0.94-2.21) and ∑SC PFAS (OR = 1.48; 95 % CI = 0.96-2.30). No associations were found for the remaining PFAS. The PFAS mixture was non-significantly associated with 1.7-fold higher odds of endometriosis (95 % CI = 0.73-3.80), with perfluorononanoic acid (PFNA), PFHxS, and PFTrDA being the major contributors to this effect. These findings suggest that exposure to certain PFAS may increase the odds of endometriosis. However, given the modest sample size, further studies are warranted to verify these results.",de Haro-Romero Teresa; Peinado Francisco M; Vela-Soria Fernando; Lara-Ramos Ana; Fernández-Parra Jorge,The Science of the total environment,Sci Total Environ,2024,10.1016/j.scitotenv.2024.175593,Case-control; Endocrine disruption; Endometriosis; Female reproductive health; Perfluoroalkyl substances,Endometriosis; Humans; Fluorocarbons; Female; Case-Control Studies; Adult; Spain; Environmental Exposure; Environmental Pollutants; Young Adult; Middle Aged
40243467,Impact of Persistent Endocrine-Disrupting Chemicals on Human Nuclear Receptors: Insights from In Silico and Experimental Characterization.,"Endocrine-disrupting chemicals (EDCs) are notable for their persistence, bioaccumulation, and associations with cancer. Human nuclear receptors (hNRs) are primary targets disrupted by these persistent EDCs, resulting in alterations to xenobiotic metabolism, lipid homeostasis, and endocrine function, which can lead to carcinogenic effects. Despite their hazardous effects, comprehensive studies on EDC interactions and their impacts on hNRs remain limited. Here, we profiled the interactions of persistent EDCs, including PFAS, plastic additives, bisphenols, polybrominated diphenyl ethers, and phthalates, with key hNRs such as PXR, CAR, PPARα, PPARγ, PPARδ, AR, and RORγt. Through controlled molecular docking simulations, we observed strong binding of the EDCs to these receptors. Further analysis showed that EDCs exhibit strong binding activity towards hNRs by preferentially interacting with hydrophobic amino acids, namely leucine, isoleucine, methionine, and phenylalanine. PFAS demonstrated the highest binding affinity, characterized by a combination of complementary hydrophobic interactions from their fluorinated carbon chains and polar interactions from their functional groups (e.g., carboxylate, sulfonate) across all receptors. Distinct polycyclic and hydrophobic trends, contributing to strong NR binding, were evident in non-PFAS and nonplastic EDCs. The hNR activity assay in HepG2 cells revealed agonistic effects of dicyclohexyl phthalate (DCHP) and di-2-ethylhexyl phthalate (DEHP) on most receptors, except for PPARα. The hNR transcription factor pathway assay in HepG2 cells demonstrated increased gene expression of VDRE and PXR, suggesting potential chronic effects on xenobiotic metabolism and calcium homeostasis. Overall, our findings demonstrate the need for further research into the endocrine disruption and carcinogenic effects of these persistent EDCs.",Ganesh Harrish; Moran James; Roy Saptarshi; Mathew Joshua; Ackah-Blay Jehosheba,International journal of molecular sciences,Int J Mol Sci,2025,10.3390/ijms26072879,NR activation assay; NR transcription factor activation assay; PFAS; gene regulation; human nuclear receptors (hNRs); hydrophobic interactions; molecular docking simulations; nanoplastics; persistent endocrine-disrupting chemicals (EDCs); phthalates,"Endocrine Disruptors; Humans; Molecular Docking Simulation; Receptors, Cytoplasmic and Nuclear; Protein Binding; Halogenated Diphenyl Ethers; Phthalic Acids; Computer Simulation"
35202277,Early Warnings by Liver Organoids on Short- and Long-Chain PFAS Toxicity.,"Short-chain per-fluoroalkyl substances (PFAS) have replaced long-chains in many applications, however the toxicity and its mode of action and interactions due to the large number of these compounds and their mixtures is still poorly understood. The paper aims to compare the effects on mouse liver organoids (target organ for bioaccumulation) of two long-chain PFAS (perfluorooctane sulfonate -PFOS-, perfluorooctanoic acid -PFOA) and two short-chain PFAS commonly utilized in the industry (heptafluorobutyric acid -HFBA-, Pentafluoropropionic anhydride-PFPA) to identify the mode of action of these classes of contaminants. Cytomorphological aberrations and ALT/GDH enzyme disruption were identified but no acute toxicity endpoint neither apoptosis was detected by the two tested short-chain PFAS. After cytomorphological analysis, it is evident that short-chain PFAS affected organoid morphology inducing a reduction of cytostructural complexity and aberrant cytological features. Conversely, EC50 values of 670 ± 30 µM and 895 ± 7 µM were measured for PFOS and PFOA, respectively, together with strong ALT/GDH enzyme disruption, caspase 3 and 7 apoptosis activation and deep loss of architectural complexity of organoids in the range of 500-1000 µM. Eventually, biochemical markers and histology analysis confirmed the sensitivity of organoid tests that could be used as a fast and reproducible platform to test many PFAS and mixtures saving time and at low cost in comparison with in vivo tests. Organoids testing could be introduced as an innovative platform to assess the toxicity to fast recognize potentially dangerous pollutants.",Palazzolo Stefano; Caligiuri Isabella; Sfriso Andrea Augusto; Mauceri Matteo; Rotondo Rossella,Toxics,Toxics,2022,10.3390/toxics10020091,PFAS; endocrine disruption; ex-vivo model; liver organoids,
37505537,Research Progress on Neurodevelopmental Toxicity in Offspring after Indirect Exposure to PFASs in Early Life.,"Per- and polyfluoroalkyl substances (PFASs) are widespread environmental pollutants. There is increasing evidence that PFASs have various adverse health effects, including renal toxicity, metabolic dysfunction, endocrine disruption, and developmental toxicity. PFASs have been found to accumulate in the placenta, and some PFASs can cross the placental barrier and subsequently accumulate in the fetus via the maternal-fetal circulation. An increasing number of studies have shown that early life exposure to PFASs can affect fetal neurodevelopment. This paper reviews the characteristics of indirect exposure to PFASs in early life, the effects on neurodevelopment in offspring, and the possible mechanisms of toxic effects.",Zhuchen Huai-Yu; Wang Jie-Yu; Liu Xiao-Shan; Shi Yan-Wei,Toxics,Toxics,2023,10.3390/toxics11070571,PFAS; developmental neurotoxicity; early life exposure; placenta,
41389916,Correlation of per- and poly-fluoroalkyl substances (PFAS) exposure with testosterone levels in the male population.,"Human exposure to per- and poly-fluoroalkyl substances (PFAS) occurs from environmentally contaminated food and water. PFAS are a health concern because they are associated with various neurological, developmental, and endocrine disorders. Despite causes of infertility being equal, male causes are less studied, with etiologies ranging from genetic to anatomic to physiologic dysfunctions. This study aimed to investigate a correlation between six subtypes of PFAS with low male testosterone levels. Data from the National Health and Nutrition Examination Survey (NHANES) cycles 2013-2016 were utilized to assess serum PFAS and testosterone levels. This study observed age, marital status, body mass index, smoking status, alcohol consumption, and diabetic status being significantly correlated with low testosterone levels. PFNA exposure was observed to have a strong inverse relationship with male testosterone levels in low/medium (ORs 0.518, 0.571, 0.322, 0.455) and low/high-medium exposure levels (ORs 0.262, 0.262, 0.321, and 0.310), indicating exposure-dependent effects on testosterone levels.",Rahman Humairat H; Stokey Weston R; Munson-McGee Stuart H,Environmental toxicology and pharmacology,Environ Toxicol Pharmacol,2026,10.1016/j.etap.2025.104906,Endocrine disruption; Environmental exposure; Male fertility; PFAS; PFNA; Testosterone,Testosterone; Male; Humans; Fluorocarbons; Adult; Environmental Pollutants; Nutrition Surveys; Middle Aged; Environmental Exposure; Young Adult
38013950,[The history of emerging substances in Austria].,"Over time, many different groups of substances became the focus of interest, so their occurrence, behaviour and effects were studied. While in the 1990s, it was detergents and the formation of foam in water, later the causes of discolouration around tanneries were researched, as well as the presence of chemicals and pollutants near industrial plants. Organochlorine pesticides, brominated flame retardants, perfluoroalkyl substances or PFAS, organotin compounds are some examples of such Emerging substances. After pesticides and industrial chemicals, active pharmaceutical ingredients, cosmetics and personal care products have also become ""Emerging substances"". Ultimately, however, it is the effect of the substances-whether persistent, bioaccumulative, mobile, toxic or even endocrine disruption-that attracts attention and triggers legal regulations. As the substances and the methods for their detection changed, so did the corresponding legislation. This in turn led to the use of new or slightly modified substances and substance groups. Innovative methods such as non-targeted analytics and biological effect tests or bioassays are now being utilised to address the variety and combined effects of the existing substances. In order to ensure comprehensive groundwater and water protection, the investigation and assessment methods must be developed. Furthermore, the existing and newly acquired knowledge need to be translated into regulatory consequences more quickly. Beyond that, a comprehensive societal transformation with regard to the sustainable use of natural water resources is essential for environmentally sound and healthy development. This must therefore be implemented on many different levels; with knowledge transfer and awareness-raising also having a significant role to play. Im Laufe der Zeit gelangten viele unterschiedliche Stoffgruppen in den Fokus der Aufmerksamkeit und in der Folge wurden ihr Vorkommen, Verhalten und ihre Wirkungen untersucht. Waren es in den 90er-Jahren Waschmittel und die Schaumbildung in Gewässern, wurden später die Ursachen für Verfärbungen im Bereich von Gerbereien erforscht sowie das Vorkommen von Chemikalien und Schadstoffen in der Umgebung von Industriebetrieben. Organochlorpestizide, bromierte Flammschutzmittel, perfluorierte Tenside bzw. PFAS und Organozinnverbindungen sind einige Beispiele von „Emerging Substances“. Nach Pestiziden und Industriechemikalien wurden Arzneimittelwirkstoffe, Kosmetika und Körperpflegemittel zu „Emerging Substances“. Letztlich ist es aber die Wirkung der Stoffe, sei es persistent, bioakkumulierend, mobil, toxisch oder hormonschädigend, die Aufmerksamkeit erregt und gesetzliche Regelungen initiiert. Während die Stoffe und die Methoden, um sie nachzuweisen, sich veränderten, wurden auch die entsprechenden Gesetzesmaterien angepasst. Dies führte wiederum zum Einsatz neuer oder leicht modifizierter Stoffe und Stoffgruppen. Mit innovativen Methoden wie nicht-zielgerichteter Analytik, biologischen Wirktests oder Bioassays versucht man nun, die Vielzahl und die Kombinationswirkungen der vorhandenen Stoffe zu adressieren. Um einen umfassenden Grundwasser- und Gewässerschutz zu gewährleisten, müssen die Untersuchungs- und Bewertungsmethoden weiterentwickelt werden. Die bereits vorhandenen und neu gewonnenen Kenntnisse müssen schneller in regulatorische Konsequenzen umgesetzt werden. Essenziell für eine umwelt- und gesundheitsverträgliche Entwicklung ist eine umfassende Transformation der Gesellschaft im Hinblick auf eine nachhaltige Nutzung natürlicher Wasserressourcen. Dies ist auf vielen unterschiedlichen Ebenen umzusetzen, auch die Weitergabe von Wissen und Bewusstseinsbildung spielen hier eine bedeutende Rolle.",Uhl Maria; Hartmann Christina; Hornek-Gausterer Romana; Kratz Karin; Scharf Sigrid,Osterreichische Wasser- und Abfallwirtschaft,Osterr Wasser Abfallwirtsch,2022,10.1007/s00506-022-00864-7,Emerging substances; Impacts; Methods; Monitoring; Public attention; Regulation; Sustainability,
35480371,Major contaminants of emerging concern in soils: a perspective on potential health risks.,"Soil pollution by the contaminants of emerging concern (CECs) or emerging contaminants deserves attention worldwide because of their toxic health effects and the need for developing regulatory guidelines. Though the global soil burden by certain CECs is in several metric tons, the source-tracking of these contaminants in soil environments is difficult due to heterogeneity of the medium and complexities associated with the interactive mechanisms. Most CECs have higher affinities towards solid matrices for adsorption. The CECs alter not only soil functionalities but also those of plants and animals. Their toxicities are at nmol to μmol levels in cell cultures and test animals. These contaminants have a higher propensity in accumulating mostly in root-based food crops, threatening human health. Poor understanding on the fate of certain CECs in anaerobic environments and their transfer pathways in the food web limits the development of effective bioremediation strategies and restoration of the contaminated soils and endorsement of global regulatory efforts. Despite their proven toxicities to the biotic components, there are no environmental laws or guidelines for certain CECs. Moreover, the information available on the impact of soil pollution with CECs on human health is fragmentary. Therefore, we provide here a comprehensive account on five significantly important CECs, ",Maddela Naga Raju; Ramakrishnan Balasubramanian; Kakarla Dhatri; Venkateswarlu Kadiyala; Megharaj Mallavarapu,RSC advances,RSC Adv,2022,10.1039/d1ra09072k,,
34721300,Adverse Impact of Environmental Chemicals on Developmental Origins of Kidney Disease and Hypertension.,"Chronic kidney disease (CKD) and hypertension are becoming a global health challenge, despite developments in pharmacotherapy. Both diseases can begin in early life by so-called ""developmental origins of health and disease"" (DOHaD). Environmental chemical exposure during pregnancy can affect kidney development, resulting in renal programming. Here, we focus on environmental chemicals that pregnant mothers are likely to be exposed, including dioxins, bisphenol A (BPA), phthalates, per- and polyfluoroalkyl substances (PFAS), polycyclic aromatic hydrocarbons (PAH), heavy metals, and air pollution. We summarize current human evidence and animal models that supports the link between prenatal exposure to environmental chemicals and developmental origins of kidney disease and hypertension, with an emphasis on common mechanisms. These include oxidative stress, renin-angiotensin system, reduced nephron numbers, and aryl hydrocarbon receptor signaling pathway. Urgent action is required to identify toxic chemicals in the environment, avoid harmful chemicals exposure during pregnancy and lactation, and continue to discover other potentially harmful chemicals. Innovation is also needed to identify kidney disease and hypertension in the earliest stage, as well as translating effective reprogramming interventions from animal studies into clinical practice. Toward DOHaD approach, prohibiting toxic chemical exposure and better understanding of underlying mechanisms, we have the potential to reduce global burden of kidney disease and hypertension.",Hsu Chien-Ning; Tain You-Lin,Frontiers in endocrinology,Front Endocrinol (Lausanne),2021,10.3389/fendo.2021.745716,DOHaD (developmental origins of health and disease); chronic kidney disease; endocrine disruption chemical; environmental chemical; hypertension; oxidative stress; renin-angiotensin system,"Animals; Endocrine Disruptors; Environmental Pollutants; Humans; Hypertension; Kidney; Oxidative Stress; Renal Insufficiency, Chronic; Renin-Angiotensin System; Signal Transduction"
