pmid,title,abstract,authors,journal,year,doi
41348362,PFAS Exposure and Endocrine Disruption Among Women.,This cross-sectional study investigates the association between perfluoroalkyl and polyfluoroalkyl substances (PFAS) exposure and endocrine disruption among US women.,Ripon Rezaul Karim; Hossain Md Jamil; Volquez Mayra; Meda-Monzon Elizabeth; Saunik Sujata,JAMA network open,2025,10.1001/jamanetworkopen.2025.39425
40346447,The role of per- and polyfluoroalkyl substances in cognitive impairment and dementia.,"Per- and polyfluoroalkyl substances (PFAS) are ubiquitous persistent organic pollutants. The neurotoxic and cardiometabolic effects of PFAS are well documented, leading to the hypothesis that exposure increases dementia risk. However, empirical data on PFAS in relation to cognitive impairment and dementia are weak, limited, and inconsistent. This report reviews the literature on PFAS and cognitive impairment and provides a rationale and overview of the PFAS VascCog Longitudinal Study, a new study using the population-based Northern Manhattan Study cohort, to prospectively examine serum concentrations of 13 PFAS in relation to lipids, carotid atherosclerosis, cognitive impairment, and dementia. We hypothesize that PFAS deleteriously impact cognition through a pathway involving hyperlipidemia and atherosclerosis. Rigorous examination of PFAS exposure in relation to dementia is needed to inform public health policies on PFAS-containing products, support regulations to reduce community exposure, and provide new avenues to protect cognitive health and impact dementia at the individual and community levels. HIGHLIGHTS: PFAS exposure increases cardiometabolic risk factors and neurotoxicity. Data on PFAS in relation to cognitive health is limited, weak, and controversial. We hypothesize that PFAS exposure increases dementia risk. We hypothesize a mechanistic pathway involving hyperlipidemia and atherosclerosis. Rigorous study of PFAS exposure and dementia risk can inform public health policy.",Gardener Hannah; Levin Bonnie; Kannan Kurunthachalam; Rundek Tatjana,Alzheimer's & dementia : the journal of the Alzheimer's Association,2025,10.1002/alz.70226
41398131,Neurotoxicity and Potential Mechanisms of Exposure to Per- and Polyfluoroalkyl Substances (PFASs).,"Per- and polyfluoroalkyl substances (PFAS), a group of persistent organic pollutants characterized by C-F bonds, have been detected in various human samples and tend to accumulate in the brain, posing potential neurotoxic risks. Gaining insights into PFAS-induced neurotoxicity and its underlying molecular mechanisms is crucial for assessing health risks associated with human exposure, however, research in this area remains limited. This review summarizes studies on the processes of PFAS uptake, accumulation, and mechanisms within the brain: disruption of the blood-brain barrier (BBB) via tight junction interference and reliance on transporter proteins located at the BBB. Accumulation of PFAS in the brain has been linked to neurotoxic effects in the central nervous system (CNS), including attention-deficit/hyperactivity disorder (ADHD) in children and Parkinson's or Alzheimer's disease in older adults. Mechanistic investigations into neurotoxicity have focused on alterations in neurotransmitter levels, mitochondrial dysfunction, neuronal damage, and thyroid hormone signaling pathways. This study offers foundational support for a broader understanding of adverse neurological toxicity, mechanisms of brain penetration, and increased risks of behavioral and cognitive disorders due to PFAS exposure in humans.",Song Yang; Ma Ying; Huang Yuru; Song Dandan; Hu Chao,Molecular neurobiology,2025,10.1007/s12035-025-05573-2
30636624,Water and soil pollution as determinant of water and food quality/contamination and its impact on female fertility.,"A mounting body of the literature suggests that environmental chemicals found in food and water could affect female reproduction. Many worldwide daily-used products have been shown to contain chemicals that could incur adverse reproductive outcomes in the perinatal/neonatal periods, childhood, adolescence, and even adulthood. The potential impact of Bisphenol A (BPA), Phthalates and Perfluoroalkyl substances (PFAS) on female reproduction, in particular on puberty, PCOS pathogenesis, infertility, ovarian function, endometriosis, and recurrent pregnancy loss, in both humans and animals, will be discussed in this report in order to provide greater clinician and public awareness about the potential consequences of these chemicals. The effects of these substances could interfere with hormone biosynthesis/action and could potentially be transmitted to further generations. Thus proper education about these chemicals can help individuals decide to limit exposure, ultimately alleviating the risk on future generations.",Rashtian Justin; Chavkin Diana E; Merhi Zaher,Reproductive biology and endocrinology : RB&E,2019,10.1186/s12958-018-0448-5
34414831,"Microextraction and Determination of Poly- and Perfluoroalkyl Substances, Challenges, and Future Trends.","Per- and polyfluoroalkyl substances (PFAS) are fluorocarbon compounds in which hydrogen atoms have been partly or entirely replaced by fluorine. They have a very wide range of applications, while they are persistent in the environment and exhibit bioaccumulative and toxic properties. Neither chemical nor biological mechanisms can decompose PFAS due to their strong C-F bonds. PFAS have shown adverse effects on various organisms, even at trace levels. Accordingly, highly sensitive and selective analytical methods are required for their tracing in biological and environmental matrices. The physicochemical properties of PFAS like surfactant characteristics and high-water solubility are unique and different from other known pollutants. Accordingly, the number of articles on the analysis of PFAS is less than the other well-known contaminants. The routine PFAS sample preparation methods (like solvent extraction) coupled with chromatographic systems, face challenges such as high limits of detection, need for laborious derivatization, limited selectivity, and expensive instrumentation. Recent efforts to address these limitations have aroused considerable attention to the development of microextraction techniques, which are consistent with the principles of green chemistry and can be made easily portable and automated. Moreover, these methods have shown enough sensitivity and selectivity for the analysis of different analytes (including PFAS) in a wide range of samples with different matrices. This research aims to review the microextraction methods and detection techniques, applied for the sample pretreatment of PFAS in various matrices, along with a critical discussion of the challenges and potential future trends.",Jalili Vahid; Barkhordari Abdullah; Paull Brett; Ghiasvand Alireza,Critical reviews in analytical chemistry,2023,10.1080/10408347.2021.1964345
40863342,"Managing PFAS in Sewage Sludge: Exposure Pathways, Impacts, and Treatment Innovations.","Per- and polyfluoroalkyl substances (PFAS) are a global concern due to their persistence, ubiquity, and accumulation in living organisms. Found in soils, biosolids, water, and the food chain, they pose health risks such as hormone disruption, immune damage, reproductive issues, and cancer. Regulations mainly target older PFAS like PFOA and PFOS, while many newer PFAS, including breakdown products, are poorly understood in terms of distribution, behavior, and toxicity. To address this complex issue, this review offers a detailed overview of human exposure to PFAS and their toxic effects. It highlights biosolids as a key, understudied source of PFAS in the environment. The review also discusses limitations of testing, missing long-term cleanup data, and regulatory issues that neglect total exposure and vulnerable populations. Additionally, it evaluates, in the specific context of biosolids management, the effectiveness, scalability, benefits, and drawbacks of various treatment technologies, such as thermal processes (pyrolysis, incineration, smoldering combustion), advanced oxidation, adsorption, hydrothermal liquefaction, and biological degradation. This work combines environmental science, toxicology, and engineering to outline PFAS management in biosolids and proposes a research and policy plan. Focusing on regulating PFAS as a group, validating real-world results, and employing adaptable treatment strategies underscores the need for a coordinated, science-based effort to reduce PFAS risks worldwide.",Pascu Luoana Florentina; Petre Valentina Andreea; Cimpean Ioana Antonia; Paun Iuliana; Pirvu Florinela,Journal of xenobiotics,2025,10.3390/jox15040135
36592815,A systematic evidence map of chronic inflammation and immunosuppression related to per- and polyfluoroalkyl substance (PFAS) exposure.,"The ability to induce chronic inflammation and immunosuppression are two key characteristics of carcinogens and important forms of immunotoxicity. The National Toxicology Program (NTP) evaluated the immunotoxicity of two per- and polyfluoroalkyl substances (PFASs), PFOA (perfluorooctanoic acid) and PFOS (perfluorooctane sulfonate), in 2016. However, the potential pro-inflammatory and immunosuppressive effects of other PFASs remain largely uncharacterized. We developed an expanded set of search terms pertaining to the chronic inflammatory and immunosuppressive effects of PFASs based on those of the International Agency for Research on Cancer (IARC) and NTP. To confirm searching effectiveness and scope, we compared our search term results with those of IARC and NTP for both PFASs and two other known carcinogens, chromium (VI) and benzene. Systematic evidence maps (SEMs) were also produced using Tableau to visualize the distribution of study numbers and types reporting immunotoxic effects and specific biomarkers elicited by PFAS exposures. In total, 1155 PFAS studies were retrieved, of which 321 qualified for inclusion in our dataset. Using our search terms, we identified a greater number of relevant studies than those obtained using IARC and NTP's search terms. From the SEM findings, increased cytokine production strengthened an association between PFAS exposure and chronic inflammation, and decreased B-cell activation and altered levels of T-cell subtypes and immunoglobulins confirmed PFAS-induced immunosuppression. Our SEM findings confirm that several PFASs commonly found in both in the environment, including those that are lesser-known, may induce immunosuppression and chronic inflammation, two key characteristics of carcinogens. This approach, including development of search terms, study screening process, data coding, and evidence mapping visualizations, can be applied to other key characteristics of chemical carcinogens.",Zhang Luoping; Louie Allen; Rigutto Gabrielle; Guo Helen; Zhao Yun,Environmental research,2023,10.1016/j.envres.2022.115188
35202231,PFAS Molecules: A Major Concern for the Human Health and the Environment.,"Per- and polyfluoroalkyl substances (PFAS) are a group of over 4700 heterogeneous compounds with amphipathic properties and exceptional stability to chemical and thermal degradation. The unique properties of PFAS compounds has been exploited for almost 60 years and has largely contributed to their wide applicability over a vast range of industrial, professional and non-professional uses. However, increasing evidence indicate that these compounds represent also a serious concern for both wildlife and human health as a result of their ubiquitous distribution, their extreme persistence and their bioaccumulative potential. In light of the adverse effects that have been already documented in biota and human populations or that might occur in absence of prompt interventions, the competent authorities in matter of health and environment protection, the industries as well as scientists are cooperating to identify the most appropriate regulatory measures, substitution plans and remediation technologies to mitigate PFAS impacts. In this review, starting from PFAS chemistry, uses and environmental fate, we summarize the current knowledge on PFAS occurrence in different environmental media and their effects on living organisms, with a particular emphasis on humans. Also, we describe present and provisional legislative measures in the European Union framework strategy to regulate PFAS manufacture, import and use as well as some of the most promising treatment technologies designed to remediate PFAS contamination in different environmental compartments.",Panieri Emiliano; Baralic Katarina; Djukic-Cosic Danijela; Buha Djordjevic Aleksandra; Saso Luciano,Toxics,2022,10.3390/toxics10020044
38982538,Childhood PFAS exposure and immunotoxicity: a systematic review and meta-analysis of human studies.,"Exposure to poly- and perfluoroalkyl substances (PFAS) may affect infant and childhood health through immunosuppression. However, the findings of epidemiological literature examining relationships between prenatal/childhood PFAS exposure and vaccine response and infection in humans are still inconclusive. The aim of this review was to examine the effects of PFAS exposure on vaccine antibody response and infection in humans. The MEDLINE/Pubmed database was searched for publications until 1 February 2023 to identify human studies on PFAS exposure and human health. Eligible for inclusion studies had to have an epidemiological study design and must have performed logistic regression analyses of gestational or childhood exposure to PFAS against either antibody levels for pediatric vaccines or the occurrence of children's infectious diseases. Information on baseline exposure to PFAS (in ng/mL), the age of PFAS exposure (gestational or in years), and the outcome was measured, potentially leading to multiple exposure-outcome comparisons within each study was collected. Percentage change and standard errors of antibody titers and occurrence of infectious diseases per doubling of PFAS exposure were calculated, and a quality assessment of each study was performed. Seventeen articles were identified matching the inclusion criteria and were included in the meta-analysis. In general, a small decrease in antibody response and some associations between PFAS exposure and childhood infections were observed. This meta-analysis summarizes the findings of PFAS effects on infant and childhood immune health. The immunosuppression findings for infections yielded suggestive evidence related to PFAS exposure, particularly PFOS, PFOA, PFHxS, and PFNA but moderate to no evidence regarding antibody titer reduction. The research protocol of this systematic review is registered and accessible at the Open Science Framework ( https://doi.org/10.17605/OSF.IO/5M2VU ).",Antoniou Evangelia E; Dekant Wolfgang,Systematic reviews,2024,10.1186/s13643-024-02596-z
40024759,"Per- and polyfluoroalkyl substances: toxicokinetics, exposure and health risks.","Per- and polyfluoroalkyl substances (PFAS) are a group of chemicals containing stable per- or polyfluoroalkyl groups. Recent epidemiological studies have shown that PFAS cause health risks even at low concentrations. This review outlines the toxicokinetics, exposure and health risks of PFAS, with a focus on perfluorooctane sulfonic acid (PFOS), perfluorooctanoic acid (PFOA), and long-chain perfluoroalkyl carboxylic acids (LC-PFCAs). These compounds are known to interact with various proteins in vivo, including the peroxisomal proliferator-activated receptor-α (PPARα). PFOA and PFOS have been identified as carcinogenic. It is known that PFOA and PFOS are transported by transporters such as organic anion transporter. Significant species differences in the behavior of these compounds exist, with much longer half-lives in humans than in mice and rats. One of the reasons that the half-lives of PFOA and PFOS are long in humans is that their renal clearance is low in humans. For animal toxicity experiments, it is essential that the doses in animal experiments are converted to equivalent doses in humans using pharmacokinetic models. Compared with PFOA, some LC-PFCAs have longer half-lives and accumulate more in the liver. Although tap water is a source of exposure to PFAS, the most common exposure source is food, with seafood being an important source for exposure to PFAS in Japan. PFOS and PFOA concentrations in human blood in Japan have been decreasing in recent years. However, according to clinical guidance published in 2022 by the United States National Academies, most Japanese residents are still in the medium risk group (PFAS concentration in plasma or serum is greater than 2 ng/mL and less than 20 ng/mL) or above. Further research is needed to help reduce exposure, and further risk assessments are required.",Fujii Yukiko; Harada Kouji H,The Journal of toxicological sciences,2025,10.2131/jts.50.97
36473658,PFAS-induced lipidomic dysregulations and their associations with developmental toxicity in zebrafish embryos.,"Per- and polyfluoroalkyl substances (PFASs) are persistent environmental contaminants, posing developmental toxicity to fish and human. PFAS-induced lipid metabolism disorders were demonstrated using the zebrafish (Danio rerio) embryo model, but the detailed changes of lipid compositions and the influence of these changes on the biological development are still unclear. Herein, lipidomics analysis was performed to reveal the dysregulations of lipid metabolism in zebrafish embryos exposed to perfluorooctanoic acid (PFOA) or perfluorooctane sulfonate (PFOS) through microinjection. Various abnormal phenotypes were observed, including heart bleeding, pericardium edema, spinal curvature and increased heart rate at 72 h after fertilization, especially in the PFOS exposure groups. Lipidomic profiling found downregulated phosphatidylethanolamines in the PFAS-exposed embryos, especially those containing a docosahexaenoyl (DHA) chain, indicating an excessive oxidative damage to the embryos. Glycerolipids were mainly upregulated in the PFOA groups but downregulated in the PFOS groups. These aberrations may reflect oxidative stress, energy metabolism malfunction and proinflammatory signals induced by PFASs. However, supplement of DHA may not be effective in recovering the lipidomic dysregulations and protecting from the developmental toxicity induced by PFASs, showing the complexity of the toxicological mechanisms. This work has revealed the associations between the abnormal phenotypes and dysregulations of lipid metabolism in zebrafish embryos induced by PFASs from the aspect of lipidomics, and discovered the underlying molecular mechanisms of the developmental toxicity of PFASs.",Yang Zhiyi; Fu Lei; Cao Mengxi; Li Fang; Li Jingguang,The Science of the total environment,2023,10.1016/j.scitotenv.2022.160691
36947184,A review of cardiovascular effects and underlying mechanisms of legacy and emerging per- and polyfluoroalkyl substances (PFAS).,"Cardiovascular disease (CVD) poses the leading threats to human health and life, and their occurrence and severity are associated with exposure to environmental pollutants. Per- and polyfluoroalkyl substances (PFAS), a group of widely used industrial chemicals, are characterized by persistence, long-distance migration, bioaccumulation, and toxicity. Some PFAS, particularly perfluorooctane sulfonic acid (PFOS), perfluorooctanoic acid (PFOA) and perfluorohexanesulfonic acid (PFHxS), have been banned, leaving only legacy exposure to the environment and human body, while a number of novel PFAS alternatives have emerged and raised concerns, such as polyfluoroalkyl ether sulfonic and carboxylic acid (PFESA and PFECA) and sodium p-perfluorous nonenoxybenzene sulfonate (OBS). Overall, this review systematically elucidated the adverse cardiovascular (CV) effects of legacy and emerging PFAS, emphasized the dose/concentration-dependent, time-dependent, carbon chain length-dependent, sex-specific, and coexposure effects, and discussed the underlying mechanisms and possible prevention and treatment. Extensive epidemiological and laboratory evidence suggests that accumulated serum levels of legacy PFAS possibly contribute to an increased risk of CVD and its subclinical course, such as cardiac toxicity, vascular disorder, hypertension, and dyslipidemia. The underlying biological mechanisms may include oxidative stress, signaling pathway disturbance, lipid metabolism disturbance, and so on. Various emerging alternatives to PFAS also play increasingly prominent toxic roles in CV outcomes that are milder, similar to, or more severe than legacy PFAS. Future research is recommended to conduct more in-depth CV toxicity assessments of legacy and emerging PFAS and explore more effective surveillance, prevention, and treatment strategies, accordingly.",Wen Zeng-Jin; Wei Yi-Jing; Zhang Yi-Fei; Zhang Yin-Feng,Archives of toxicology,2023,10.1007/s00204-023-03477-5
39665760,Increased perfluorooctanoic acid accumulation facilitates the migration and invasion of lung cancer cells via remodeling cell mechanics.,"Perfluoroalkyl and polyfluoroalkyl substances (PFAS) are widely used in industrial and household products, raising serious concerns due to their environmental persistence and mobility. Epidemiological studies have reported potential carcinogenic risks of PFAS based on their widespread occurrence and population exposure. In this study, we observed that perfluorooctanoic acid (PFOA), a common PFAS, functions as a mechanical regulator in lung cancer cells. PFOA exposure reduces cell stiffness, thereby decreasing cell adhesion and enhancing immune evasion, ultimately exacerbating tumor metastasis. In various lung cancer models, more aggressive tumor metastases have been observed in the PFOA exposure group. Additionally, serum PFOA levels in patients with advanced lung adenocarcinoma were significantly higher than those in patients with early-stage disease. Mechanistically, the interaction between PFOA and transmembrane integrins in cancer cells triggers changes in cellular mechanical properties, leading to the reorganization of the cytoskeleton, and activation of the intracellular FAK-PI3K-Akt signaling pathway. Our findings demonstrate that in individuals with lung adenocarcinoma, PFOA can increase the risk of cancer metastasis even at daily exposure levels.",Mei Jie; Jiang Jipeng; Li Zhao; Pan Yue; Xu Ke,Proceedings of the National Academy of Sciences of the United States of America,2024,10.1073/pnas.2408575121
39454342,"Prenatal exposure to per- and polyfluoroalkyl substances, fetoplacental hemodynamics, and fetal growth.","The impact of legacy per- and polyfluoroalkyl substances (PFAS) on fetal growth has been well studied, but assessments of next-generation PFAS and PFAS mixtures are sparse and the potential role of fetoplacental hemodynamics has not been studied. We aimed to evaluate associations between prenatal PFAS exposure and fetal growth and fetoplacental hemodynamics. We included 747 pregnant women from the BiSC birth cohort (Barcelona, Spain (2018-2021)). Twenty-three PFAS were measured at 32 weeks of pregnancy in maternal plasma, of which 13 were present above detectable levels. Fetal growth was measured by ultrasound, as estimated fetal weight at 32 and 37 weeks of gestation, and weight at birth. Doppler ultrasound measurements for uterine (UtA), umbilical (UmA), and middle cerebral artery (MCA) pulsatility indices (PI), as well as the cerebroplacental ratio (CPR - ratio MCA to UmA), were obtained at 32 weeks to assess fetoplacental hemodynamics. We applied linear mixed effects models to assess the association between singular PFAS and longitudinal fetal growth and PI, and Bayesian Weighted Quantile Sum models to evaluate associations between the PFAS mixture and the aforementioned outcomes, controlled for the relevant covariates. Single PFAS and the mixture tended to be associated with reduced fetal growth and CPR PI, but few associations reached statistical significance. Legacy PFAS PFOS, PFHpA, and PFDoDa were associated with statistically significant decreases in fetal weight z-score of 0.13 (95%CI (-0.22, -0.04), 0.06 (-0.10, 0.01), and 0.05 (-0.10, 0.00), respectively, per doubling of concentration. The PFAS mixture was associated with a non-statistically significant 0.09 decrease in birth weight z-score (95%CI -0.22, 0.04) per quartile increase. This study suggests that legacy PFAS may be associated with reduced fetal growth, but associations for next generation PFAS and for the PFAS mixture were less conclusive. Associations between PFAS and fetoplacental hemodynamics warrant further investigation.",Knox Bethany; Güil-Oumrait Nuria; Basagaña Xavier; Cserbik Dora; Dadvand Payam,Environment international,2024,10.1016/j.envint.2024.109090
38648982,"Per-and polyfluoroalkyl (PFAS) eternal pollutants: Sources, environmental impacts and treatment processes.","Per- and polyfluoroalkyl substances (PFAS) have become a growing environmental concern due to their tangible impacts on human health. However, due to the large number of PFAS compounds and the analytical difficulty to identify all of them, there are still some knowledge gaps not only on their impact on human health, but also on how to manage them and achieve their effective degradation. PFAS compounds originate from man-made chemicals that are resistant to degradation because of the presence of the strong carbon-fluorine bonds in their chemical structure. This review consists of two parts. In the first part, the environmental effects of fluorinated compound contamination in water are covered with the objective to highlight how their presence in the environment adversely impacts the human health. In the second part, the focus is put on the different techniques available for the degradation and/or separation of PFAS compounds in different types of waters. Examples of removal/treatment of PFAS present in either surface or ground water are presented.",Rekik Hela; Arab Hamed; Pichon Loick; El Khakani My Ali; Drogui Patrick,Chemosphere,2024,10.1016/j.chemosphere.2024.142044
36255596,Occurrence and Risks of Per- and Polyfluoroalkyl Substances in Shellfish.,"Per- and polyfluoroalkyl substances (PFAS) are a diverse class of persistent, fluorinated surfactants used widely in industrial and commercial applications with known adverse health effects. Seafood consumption is thought to be an underappreciated source of PFAS exposure in the general population. This review synthesizes the current understanding of PFAS occurrence in shellfish, a term used to describe animals such as mollusk bivalves, certain gastropods (snails), cephalopods (e.g., octopuses and squid), and crustaceans, and highlights scientific gaps relative to bioaccumulation and the protection of shellfish consumers. A range of sampling methodologies are used across studies, and the suite of PFAS surveyed across studies is highly variable. Concentrations of PFAS observed in shellfish vary by geographic location, shellfish species, habitat, and across PFAS compounds, and studies informing estimates of bioaccumulation of PFAS in shellfish are extremely limited at this time. This review identifies several important opportunities for researchers to standardize PFAS sampling techniques, sample preparation, and analytical methodologies to allow for better comparison of PFAS analytes both within and across future studies. Increasing the range of geographic locations where samples are collected is also a critical priority to support a greater knowledge of worldwide PFAS contamination. When put into the context of risk to consumer, concentrations of PFAS, especially PFOS, found in shellfish collected from sites containing aqueous film-forming foam (AFFF) and industrial contamination may present risks to frequent consumers. Further research is needed to protect shellfish consumers and to inform shellfish advisories and health protective policies.",Giffard Nathan G; Gitlin Saige A; Rardin Marta; Petali Jonathan M; Chen Celia Y,Current environmental health reports,2022,10.1007/s40572-022-00379-z
40845633,Xenobiotic-induced liver injury: Molecular mechanisms and disease progression.,"Environmental xenobiotics comprising a wide array of natural and synthetic chemicals are an escalating global health concern due to their persistent presence in ecosystems and their profound impact on human liver health. The liver, as the body's principal detoxification organ, is especially vulnerable to these substances, which are commonly encountered through ingestion, inhalation, or dermal exposure. This review systematically categorizes key classes of environmental xenobiotics, including aflatoxins, alcohol, polychlorinated biphenyls (PCBs), per- and polyfluoroalkyl substances (PFAS), polycyclic aromatic hydrocarbons (PAHs), pesticides, heavy metals, bisphenol A (BPA), aristolochic acids, cyanotoxins, and nitrosamines, based on their sources and chemical properties. Drawing from both human and experimental studies, we examine a spectrum of hepatic outcomes ranging from steatosis, fibrosis, and cholestatic injury to hepatocellular carcinoma (HCC) and drug-induced liver injury (DILI). Evidence from recent cohort studies and in vivo models highlights that even low-dose, chronic exposures can lead to subtle yet progressive liver dysfunction, often modulated by host factors such as sex, age, diet, and pre-existing metabolic conditions. Mechanistically, xenobiotics exert hepatotoxic effects through pathways including cytochrome P450-mediated bioactivation, oxidative stress, mitochondrial impairment, DNA damage, inflammation, and immune dysregulation. We further explore how these chemicals disrupt critical signaling pathways involving nuclear receptors such as peroxisome proliferator-activated receptor alpha (PPARα), constitutive androstane receptor (CAR), and aryl hydrocarbon receptor (AhR), ultimately interfering with lipid homeostasis and bile acid metabolism. Additionally, the role of the gut-liver axis emerges as a crucial mediator, with alterations in gut microbiota composition influencing xenobiotic bioavailability and hepatic inflammation. Co-exposure scenarios, such as concurrent infections with hepatitis B or C viruses, appear to amplify liver injury, highlighting the complexity of environmental and biological interactions in liver disease pathogenesis. Taken together, this review underscores the urgent need for interdisciplinary research spanning toxicology, epidemiology, and systems biology to better understand the multifaceted effects of xenobiotics on liver health. These insights are critical to inform public health policies, refine risk assessment frameworks, and develop targeted interventions to mitigate liver-related morbidity and mortality associated with environmental exposures.",Wang Lu; Shao Zigong; Wang Xiaobei; Lu Wenqiu; Sun Hong,Ecotoxicology and environmental safety,2025,10.1016/j.ecoenv.2025.118854
38501493,"Per- and Polyfluoroalkyl Substances in Water (2008-2022) and Fish (2015-2022) in The Netherlands: Spatiotemporal Trends, Fingerprints, Mass Discharges, Sources, and Bioaccumulation Factors.","Per- and polyfluoroalkyl substances (PFAS) are persistent, bioaccumulative, and toxic synthetic chemicals of concern, which have been detected in nearly all environmental compartments. The present study provides a data analysis on PFAS concentrations in the Dutch inland and coastal national waters and fish sampled from 2008 to 2022 and 2015 to 2022, respectively. Although the fish database is relatively small, the water database is unique because of its temporal dimension. It appears that PFAS are omnipresent in Dutch water and fish, with relatively small spatial differences in absolute and relative concentrations (fingerprints) and few obvious temporal trends. Only perfluorooctanoic acid and perfluorooctanesulfonic acid (PFOS) aqueous concentrations in the rivers Rhine and Scheldt have substantially decreased since 2012. Still, PFOS concentrations exceed the European water quality standards at all and fish standards at many locations. Masses of PFAS entering the country and the North Sea are roughly 3.5 tonnes/year. Generally, the data suggest that most PFAS enter the Dutch aquatic environment predominantly through diffuse sources, yet several major point sources of specific PFAS were identified using fingerprints and monthly concentration profiles as identification tools. Finally, combining concentrations in fish and water, 265 bioaccumulation factors were derived, showing no statistically significant differences between freshwater and marine fish. Overall, the analysis provides new insights into PFAS bioaccumulation and spatiotemporal trends, mass discharges, and sources in The Netherlands. Environ Toxicol Chem 2024;43:965-975. © 2024 The Authors. Environmental Toxicology and Chemistry published by Wiley Periodicals LLC on behalf of SETAC.",Jonker Michiel T O,Environmental toxicology and chemistry,2024,10.1002/etc.5846
41043503,Gestational PFAS concentrations in association with maternal depression and perceived stress during pregnancy and postpartum in the ECHO cohort.,"Depression and perceived stress are common perinatal morbidities. We assessed associations between prenatal per- and polyfluoroalkyl substances (PFAS) with prenatal and postpartum depression and perceived stress. We analyzed concentrations of 7 PFAS in maternal plasma or serum in the Environmental influences on Child Health Outcomes (ECHO) cohort (n = 4403). We ascertained prenatal depression diagnosis; prenatal and postpartum depressive symptom severity using a Patient-Reported Outcomes Measurement Information System Depression (PROMIS-D) t-score; and prenatal and postpartum perceived stress using a Perceived Stress Scale (PSS) t-score. Linear and modified Poisson models assessed associations of PFAS with outcomes. Quantile g-computation assessed PFAS mixtures. We evaluated effect modification by nativity and Social Vulnerability Index. N-MeFOSAA was positively associated, PFDA was inversely associated, and PFOS and PFOA were nonlinearly associated with multiple outcomes. For example, the highest category of N-MeFOSAA was associated with 0.93 (95 %CI: -0.17, 2.03) units higher postpartum PROMIS-D t-scores, and 1.88 (95 %CI: 1.05, 2.72) units higher postpartum PSS t-scores. In contrast, the highest category of PFDA was associated with 25 % (risk ratio [RR]: 0.75 [95 %CI: 0.56, 1.01]) lower risk of depression diagnosis and 0.83 (95 %CI: 0.14, 1.51) units lower prenatal PSS t-scores. The middle and highest categories of PFOS were associated with 26 % (RR: 1.26 [95 %CI: 1.05,1.52]) higher and 38 % (RR: 0.62 [95 %CI: 0.37, 1.05]) lower risk of depression diagnosis; and 0.97 (95 %CI: 0.09, 1.84) units higher and 0.04 (95 %CI: -1.53, 1.62) units lower prenatal PSS t-score. Some PFAS may be associated with altered depressive symptoms and perceived stress; investigation into mechanisms is needed.",Mitro Susanna D; Yang Wei; Ferrara Assiamira; Hedderson Monique M; Aung Max,Environmental research,2025,10.1016/j.envres.2025.122997
40255499,"Constitutive androstane receptor, liver pathophysiology and chemical contaminants: current evidence and perspectives.","The Constitutive Androstane Receptor (CAR) (NR1I3), a pivotal member of the xenosensor family, plays a key role in the hepatic detoxification of xenobiotic and endobiotic chemicals through the induction of the expression of drug-metabolizing enzymes and transporters. CAR's involvement extends beyond detoxification, influencing gluconeogenesis, lipogenesis, bile acid regulation, and cellular processes such as proliferation, tissue regeneration, and carcinogenesis. This review explores CAR regulation by various factors, highlighting its role in mediating metabolic changes induced by environmental contaminants. A literature search was conducted to identify all articles on the PubMed website in which the CAR-contaminant and CAR-hepatic steatosis relationship is analyzed in both  Numerous contaminants, such as perfluorooctanoic acid (PFOA), Zearalenone mycotoxin, PCB, triazole fungicide propiconazole can activate hepatic nuclear receptors contributing to the development of steatosis through increased  Experimental and epidemiological data suggest that endocrine disruptors, especially pesticides, play a significant role in NAFLD's development and progression via CAR-regulated pathways. This review advocates for the inclusion of modern toxicological risk assessment tools, such as New Approach Methodologies (NAMs), Adverse Outcome Pathways (AOPs), and Integrated Approaches to Testing and Assessment (IATA), to elucidate CAR-mediated effects and enhance regulatory frameworks.",De Battistis Francesca; Djordjevic Aleksandra Buha; Saso Luciano; Mantovani Alberto,Frontiers in endocrinology,2025,10.3389/fendo.2025.1472563
37976959,"Environmental impacts, exposure pathways, and health effects of PFOA and PFOS.","Per- and polyfluoroalkyl substances (PFAS) are synthetic chemicals that have been widely utilized in various industries since the 1940s, and have now emerged as environmental contaminants. In recent years, perfluorooctanoic acid (PFOA) and perfluorooctane sulfonate (PFOS) have been restricted and replaced with several alternatives. The high persistence, bioaccumulation, and toxicity of these substances have contributed to their emergence as environmental contaminants, and several aspects of their behavior remain largely unknown and require further investigation. The trace level of PFAS makes the development of a monitoring database challenging. Additionally, the potential health issues associated with PFAS are not yet fully understood due to ongoing research and inadequate evidence (experimental and epidemiological studies), especially with regard to the combined effects of exposure to PFAS mixtures and human health risks from drinking water consumption. This in-depth review offers unprecedented insights into the exposure pathways and toxicological impacts of PFAS, addressing critical knowledge gaps in their behaviors and health implications. It presents a comprehensive NABC-Needs, Approach, Benefits, and Challenges-analysis to guide future strategies for the sustainable monitoring and management of these pervasive environmental contaminants.",Wee Sze Yee; Aris Ahmad Zaharin,Ecotoxicology and environmental safety,2023,10.1016/j.ecoenv.2023.115663
